"","screen_name","text","After"
"75","marnsl","@bourbonjon @NZStuff They have been out of isolation for 12 days apparently so it’ll be interesting to see where this goes.Lockdown for 4 cases last year so let’s see if America’s Cup race takes precedence over lockdown","@bourbonjon @NZStuff They have been out of isolation for 12 days apparently so it’ll be interesting to see where this goes.Lockdown for 4 cases last year so let’s see if America’s Cup race takes precedence over lockdown"
"76","GHBrady_28","Here in one of the Closed States of America, where people gesture rudely if you drive alone without a mask, bills from utilities and providers of home services are far above year-ago levels. Lockdown works for $$ome.","Here in one of the Closed States of America, where people gesture rudely if you drive alone without a mask, bills from utilities and providers of home services are far above year-ago levels. Lockdown works for $$ome."
"77","Protectionpluss","@Doc_Laryea @Joy997FM @_GHSofficial New York and California that's implemented the severe form of lockdown, has more cases and death than Florida &amp; Texas which didn't. America, UK, Netherlands in spite of lockdown had more cases and death than Sweden which did not. We're turning de head of science upside down.","@Doc_Laryea @Joy997FM @_GHSofficial New York and California that's implemented the severe form of lockdown, has more cases and death than Florida &amp; Texas which didn't. America, UK, Netherlands in spite of lockdown had more cases and death than Sweden which did not. We're turning de head of science upside down."
"78","ProbsJoe","@oursenall @Frank67626312 @BrontMacklin @michellemalkin guns literally brought America freedom lmao love you liberals so much. there always a utopia out there for you. guns don’t equal freedom but they are a tool towards getting it and protecting it. and cops in Finland arrest protestors for disobeying lockdown","@oursenall @Frank67626312 @BrontMacklin @michellemalkin guns literally brought America freedom lmao love you liberals so much. there always a utopia out there for you. guns don’t equal freedom but they are a tool towards getting it and protecting it. and cops in Finland arrest protestors for disobeying lockdown"
"79","GrubeThe","@John_Cotter BoJo will look to keep the lockdown throughout the Summer I feel. There will be significant Civil unrest during that time anyway. People’s anger is at boiling point on all sides of every issue and we’ve seen what happened in America. The docile will still say he is doing ok tho","@John_Cotter BoJo will look to keep the lockdown throughout the Summer I feel. There will be significant Civil unrest during that time anyway. People’s anger is at boiling point on all sides of every issue and we’ve seen what happened in America. The docile will still say he is doing ok tho"
"80","itsTyronePrins","Not even in America or UK, lives were saved, and them being one of the richest countries. Consider the ANC, not the best, but an average government, who juggle betwee lives and livelihoods. I'd say ANC stragedy, with hard Lockdown, is better than DA's reckless proposals.","Not even in America or UK, lives were saved, and them being one of the richest countries. Consider the ANC, not the best, but an average government, who juggle betwee lives and livelihoods. I'd say ANC stragedy, with hard Lockdown, is better than DA's reckless proposals."
"81","bapthekings","@yonggukgukgukkk Seriously though <U+0001F926><U+200D><U+2640><U+FE0F> can't imagine a PROPER lockdown in America tho... <U+0001F62C>","@yonggukgukgukkk Seriously though <U+0001F926><U+200D><U+2640><U+FE0F> can't imagine a PROPER lockdown in America tho... <U+0001F62C>"
"82","Freddy12881","@tighttop During lockdown? How long is America in a lockdown? His son is much older right now.
https://t.co/kskZ4QIDfQ

Check his YT: https://t.co/qVop1BesBc","@tighttop During lockdown? How long is America in a lockdown? His son is much older right now.


Check his YT: "
"83","MacintoshWarde","@NorskLadyWolf The vaccines should have been secondary in the fight against COVID anyway. A refusal to take the threat seriously and lockdown is why America is in the shit. There have been no vaccines available in Australia, yet life is pretty normal.","@NorskLadyWolf The vaccines should have been secondary in the fight against COVID anyway. A refusal to take the threat seriously and lockdown is why America is in the shit. There have been no vaccines available in Australia, yet life is pretty normal."
"84","inartynroulds","@sidodd2 @spencermorgan93 Not comparable. Nothing our cases were low in the summer because of lockdown we fucked off the virus didn't. America stayed open in their summer and look at the mess. This is not an influenza. Seasons make no difference to this virus.","@sidodd2 @spencermorgan93 Not comparable. Nothing our cases were low in the summer because of lockdown we fucked off the virus didn't. America stayed open in their summer and look at the mess. This is not an influenza. Seasons make no difference to this virus."
"85","ToastedWaInut","@Quicktake @DBaazil And here I thought we in America were the worst at lockdown...","@Quicktake @DBaazil And here I thought we in America were the worst at lockdown..."
"86","CliveTownsend3","@piersmorgan Based on bullsh**t pcr test. Ridiculous 28/60 day rule
Died with not from.

In America CDC admitted that only 6% proper covid deaths.
What is that percentage in the UK?

That would give 6k deaths. How many coming from lockdown, economic destruction?","@piersmorgan Based on bullsh**t pcr test. Ridiculous 28/60 day rule
Died with not from.

In America CDC admitted that only 6% proper covid deaths.
What is that percentage in the UK?

That would give 6k deaths. How many coming from lockdown, economic destruction?"
"87","DarlingBrody","@JDEadonWriter @Dr_Bitch_Please @newscientist People should also note that your graph is 7 months out of date and that America did not go into lockdown and therefore should not be on the lock down side of the graph as is the case for many of the country's you are claiming had a Lockdown by May 2020 when the graph was made.","@JDEadonWriter @Dr_Bitch_Please @newscientist People should also note that your graph is 7 months out of date and that America did not go into lockdown and therefore should not be on the lock down side of the graph as is the case for many of the country's you are claiming had a Lockdown by May 2020 when the graph was made."
"88","AndrewHigsdrew","Nearly 20% of #Renters in America are behind on their payments #Renting #Lockdown https://t.co/R3BiKXz6qe","Nearly 20% of #Renters in America are behind on their payments #Renting #Lockdown "
"89","notdannychau","Biden “assumed” office January 20th. Lockdown lifted February 1. Well played America. <U+0001F923><U+0001F1FA><U+0001F1F8>","Biden “assumed” office January 20th. Lockdown lifted February 1. Well played America. <U+0001F923><U+0001F1FA><U+0001F1F8>"
"90","BunSwiry","@JerKaphant @Reuters @JaneSepmeier A year in the US? Definitely short.
I’m genuinely curious. What does a lockdown look like for you or in your country if you don’t live in America?","@JerKaphant @Reuters @JaneSepmeier A year in the US? Definitely short.
I’m genuinely curious. What does a lockdown look like for you or in your country if you don’t live in America?"
"91","tmart16","#democrats #ChuckSchumer suggests #joebiden Declare '#ClimateEmergency'
- Here Comes The ""National #Climate Change #LOCKDOWN"" - #America MUST Stay Home, No #School, No #Cars, No #Beef, No #Travel, Etc. to Save the #Environment or Else!
#USA #FIGHTBACK
https://t.co/exEaiehEGU","#democrats #ChuckSchumer suggests #joebiden Declare '#ClimateEmergency'
- Here Comes The ""National #Climate Change #LOCKDOWN"" - #America MUST Stay Home, No #School, No #Cars, No #Beef, No #Travel, Etc. to Save the #Environment or Else!
#USA #FIGHTBACK
"
"92","FritosArabia","@OkKrokay @Slick8870 My school just all got out of quarantine and i woulf bet my college savings that in a month someone would get quarantined, america was and probably still is in shambles unless biden wants to reissue the lockdown which personally is a great idea, sucks to have to adapt though.","@OkKrokay @Slick8870 My school just all got out of quarantine and i woulf bet my college savings that in a month someone would get quarantined, america was and probably still is in shambles unless biden wants to reissue the lockdown which personally is a great idea, sucks to have to adapt though."
"93","AdvanceNZ_Party","@BoyceLawrence2 Billy isn't anything to do with Advance NZ. Doubt NZ is going to lockdown with America's Cup going on. Check back with us in 3 months though.","@BoyceLawrence2 Billy isn't anything to do with Advance NZ. Doubt NZ is going to lockdown with America's Cup going on. Check back with us in 3 months though."
